,housing,campaign,job,age,loan,marital,education
8252,yes,1,blue-collar,52,no,married,basic.4y
8253,yes,2,blue-collar,35,no,married,basic.4y
8254,no,1,technician,34,yes,married,professional.course
8255,yes,2,blue-collar,50,no,divorced,basic.9y
8256,no,2,admin.,29,yes,single,basic.9y
8257,yes,1,blue-collar,31,no,married,basic.9y
8258,yes,3,admin.,40,no,married,high.school
8259,yes,6,self-employed,37,no,married,basic.9y
8260,no,3,services,37,no,married,high.school
8261,no,3,blue-collar,57,no,married,high.school
8262,yes,1,admin.,31,no,single,university.degree
8263,no,1,admin.,40,yes,single,high.school
8264,no,2,blue-collar,30,yes,married,unknown
8265,no,1,blue-collar,43,yes,married,basic.9y
8266,yes,1,blue-collar,35,no,married,high.school
8267,no,1,services,29,yes,single,university.degree
8268,no,4,admin.,38,yes,married,basic.9y
8269,no,2,blue-collar,46,yes,married,basic.6y
8270,no,1,technician,47,no,single,professional.course
8271,no,1,admin.,39,no,married,university.degree
8272,no,4,blue-collar,42,no,married,basic.4y
8273,no,1,self-employed,35,yes,married,basic.9y
8274,yes,5,self-employed,39,no,married,university.degree
8275,yes,2,technician,57,no,married,professional.course
8276,yes,1,admin.,38,no,single,university.degree
8277,yes,3,management,47,no,married,basic.4y
8278,no,1,management,37,no,married,university.degree
8279,yes,2,blue-collar,41,no,married,basic.6y
8280,no,1,services,41,no,married,high.school
8281,no,1,technician,42,no,married,university.degree
8282,no,1,blue-collar,38,no,married,basic.6y
8283,no,1,admin.,46,no,single,university.degree
8284,yes,1,blue-collar,31,no,single,basic.9y
8285,yes,2,technician,32,no,married,professional.course
8286,yes,2,unemployed,46,no,divorced,basic.9y
8287,no,2,entrepreneur,59,no,married,unknown
8288,yes,2,unknown,55,no,married,basic.4y
8289,yes,4,self-employed,53,no,married,university.degree
8290,no,5,unemployed,43,no,married,professional.course
8291,yes,3,blue-collar,49,yes,married,basic.4y
8292,no,6,blue-collar,50,no,married,basic.9y
8293,no,1,blue-collar,26,no,single,high.school
8294,no,2,technician,30,no,single,university.degree
8295,no,5,blue-collar,40,no,married,basic.9y
8296,no,1,retired,43,no,married,basic.9y
8297,no,2,admin.,53,no,married,high.school
8298,yes,3,admin.,25,no,married,university.degree
8299,no,2,admin.,48,no,divorced,university.degree
8300,no,1,blue-collar,27,no,married,basic.9y
8301,no,26,admin.,53,no,married,high.school
8302,yes,1,self-employed,44,no,married,basic.9y
8303,no,15,management,54,no,married,university.degree
8304,no,1,blue-collar,30,no,married,basic.6y
8305,yes,1,admin.,32,yes,married,university.degree
8306,yes,3,entrepreneur,29,no,married,high.school
8307,yes,2,admin.,43,no,married,high.school
8308,yes,3,management,43,yes,married,university.degree
8309,yes,2,services,36,no,married,high.school
8310,yes,1,blue-collar,45,yes,married,basic.4y
8311,no,2,services,34,no,married,high.school
8312,no,2,services,38,no,married,high.school
8313,unknown,1,housemaid,53,unknown,married,basic.4y
8314,yes,2,technician,57,yes,divorced,unknown
8315,no,3,blue-collar,38,no,married,basic.6y
8316,no,2,blue-collar,41,no,married,basic.9y
8317,no,5,blue-collar,49,no,married,basic.4y
8318,yes,1,technician,35,no,married,unknown
8319,yes,12,admin.,39,no,married,university.degree
8320,yes,1,services,31,no,married,high.school
8321,no,1,admin.,50,no,married,high.school
8322,yes,1,admin.,30,no,married,high.school
8323,no,5,blue-collar,50,yes,married,basic.4y
8324,yes,3,management,49,no,divorced,university.degree
8325,no,4,admin.,37,no,married,university.degree
8326,no,2,blue-collar,47,yes,divorced,basic.9y
8327,no,1,admin.,43,no,divorced,high.school
8328,yes,1,admin.,29,no,divorced,professional.course
8329,no,2,housemaid,31,no,married,high.school
8330,no,2,entrepreneur,38,yes,married,basic.6y
8331,no,2,admin.,43,no,divorced,university.degree
8332,yes,2,admin.,29,no,single,high.school
8333,yes,3,admin.,35,yes,married,high.school
8334,no,2,technician,54,no,married,university.degree
8335,yes,1,management,27,no,single,university.degree
8336,yes,1,blue-collar,57,no,divorced,basic.9y
8337,no,1,services,30,yes,married,high.school
8338,no,2,admin.,30,no,single,high.school
8339,no,28,unemployed,43,no,married,basic.9y
8340,no,1,admin.,32,no,single,university.degree
8341,no,32,admin.,34,no,single,university.degree
8342,yes,1,blue-collar,44,no,single,unknown
8343,yes,1,unemployed,31,no,married,basic.6y
8344,no,1,admin.,29,no,married,basic.9y
8345,no,1,self-employed,51,no,married,university.degree
8346,yes,12,technician,58,no,married,university.degree
8347,no,7,blue-collar,33,no,married,basic.9y
8348,no,1,admin.,52,no,divorced,university.degree
8349,yes,5,blue-collar,57,no,married,basic.4y
8350,no,1,admin.,24,no,single,high.school
8351,no,2,unemployed,27,no,married,high.school
8352,yes,3,admin.,42,no,married,university.degree
8353,yes,1,services,30,no,married,university.degree
8354,no,1,blue-collar,28,no,single,basic.4y
8355,yes,1,unemployed,31,no,divorced,basic.4y
8356,unknown,5,blue-collar,32,unknown,married,basic.6y
8357,yes,3,blue-collar,33,no,single,basic.9y
8358,no,7,management,42,no,married,university.degree
8359,yes,2,blue-collar,29,no,single,high.school
8360,yes,2,blue-collar,30,no,married,basic.6y
8361,no,3,admin.,34,no,married,university.degree
8362,no,2,blue-collar,40,yes,married,basic.9y
8363,no,5,student,28,no,single,university.degree
8364,no,1,services,45,no,single,high.school
8365,no,6,blue-collar,35,no,married,basic.4y
8366,no,18,blue-collar,35,no,married,basic.9y
8367,yes,1,self-employed,26,no,married,university.degree
8368,no,7,admin.,60,no,married,university.degree
8369,no,3,technician,51,yes,married,professional.course
8370,no,4,services,36,no,divorced,professional.course
8371,yes,6,technician,35,no,married,professional.course
8372,no,1,self-employed,39,no,married,university.degree
8373,yes,3,blue-collar,31,no,single,high.school
8374,yes,2,blue-collar,40,yes,married,basic.9y
8375,no,10,unemployed,30,no,married,basic.6y
8376,no,2,technician,40,no,married,professional.course
8377,no,3,admin.,46,no,married,high.school
8378,no,6,admin.,45,no,married,unknown
8379,no,1,blue-collar,39,no,married,basic.6y
8380,no,13,blue-collar,41,no,married,basic.9y
8381,yes,1,admin.,36,no,married,professional.course
8382,no,3,blue-collar,57,no,divorced,unknown
8383,no,1,blue-collar,38,no,married,basic.9y
8384,no,1,services,42,no,divorced,basic.6y
8385,yes,1,admin.,39,yes,married,university.degree
8386,yes,6,blue-collar,51,no,married,basic.9y
8387,yes,1,blue-collar,32,no,married,basic.4y
8388,no,1,admin.,57,no,divorced,unknown
8389,no,2,blue-collar,50,no,divorced,basic.9y
8390,yes,1,blue-collar,27,no,married,basic.9y
8391,no,2,technician,38,yes,single,professional.course
8392,yes,3,admin.,50,no,married,university.degree
8393,no,1,technician,46,no,married,high.school
8394,yes,1,blue-collar,26,no,single,high.school
8395,no,1,admin.,29,no,married,high.school
8396,no,1,blue-collar,32,no,divorced,basic.9y
8397,no,1,admin.,33,yes,married,high.school
8398,yes,3,admin.,59,yes,married,university.degree
8399,no,3,admin.,33,no,married,university.degree
8400,yes,2,blue-collar,58,no,married,high.school
8401,no,3,blue-collar,42,no,divorced,basic.4y
8402,yes,5,admin.,32,no,single,university.degree
8403,no,4,services,50,no,divorced,basic.4y
8404,yes,3,blue-collar,43,no,married,basic.4y
8405,yes,2,management,46,no,married,basic.9y
8406,no,2,admin.,28,no,married,high.school
8407,no,5,services,29,no,married,high.school
8408,no,7,services,45,no,married,high.school
8409,yes,3,blue-collar,31,no,married,basic.9y
8410,no,21,admin.,42,no,married,unknown
8411,no,5,technician,31,no,single,professional.course
8412,no,8,services,53,no,married,high.school
8413,no,3,housemaid,31,yes,married,university.degree
8414,no,2,services,27,no,single,high.school
8415,no,4,blue-collar,40,no,married,basic.9y
8416,yes,2,admin.,40,no,single,university.degree
8417,no,6,blue-collar,40,yes,divorced,basic.9y
8418,no,4,self-employed,58,no,married,university.degree
8419,yes,2,management,31,no,single,university.degree
8420,no,4,retired,60,no,single,high.school
8421,yes,3,blue-collar,38,no,married,basic.9y
8422,yes,5,blue-collar,27,no,single,high.school
8423,no,4,technician,59,no,married,unknown
8424,no,6,blue-collar,36,no,single,basic.9y
8425,yes,2,services,40,no,married,unknown
8426,yes,3,retired,58,no,married,basic.4y
8427,no,2,blue-collar,35,no,married,basic.9y
8428,yes,5,services,54,no,married,high.school
8429,no,2,blue-collar,34,yes,married,basic.4y
8430,no,2,services,42,no,married,high.school
8431,yes,18,blue-collar,36,yes,married,basic.9y
8432,no,7,blue-collar,45,no,married,basic.9y
8433,no,2,blue-collar,31,no,married,basic.9y
8434,no,2,blue-collar,33,no,married,basic.9y
8435,no,7,admin.,37,no,divorced,basic.9y
8436,no,2,admin.,29,yes,single,university.degree
8437,no,6,blue-collar,40,no,married,basic.4y
8438,yes,10,admin.,30,no,married,high.school
8439,no,12,admin.,32,no,single,university.degree
8440,yes,8,housemaid,46,no,divorced,basic.6y
8441,yes,2,admin.,30,no,single,high.school
8442,no,2,management,29,no,single,university.degree
8443,no,2,entrepreneur,35,yes,married,high.school
8444,yes,2,housemaid,37,no,married,basic.4y
8445,unknown,8,self-employed,47,unknown,married,basic.4y
8446,no,3,blue-collar,42,no,married,basic.9y
8447,yes,8,retired,59,no,married,professional.course
8448,yes,2,technician,45,no,divorced,professional.course
8449,no,7,self-employed,29,no,single,professional.course
8450,yes,2,blue-collar,31,no,single,high.school
8451,yes,8,blue-collar,34,no,married,basic.4y
8452,no,5,services,48,yes,single,high.school
8453,yes,5,self-employed,40,no,married,high.school
8454,yes,7,services,45,no,married,high.school
8455,no,21,self-employed,32,yes,divorced,university.degree
8456,no,7,blue-collar,33,no,married,basic.9y
8457,yes,2,blue-collar,42,no,married,high.school
8458,no,2,services,38,no,divorced,basic.6y
8459,yes,9,admin.,47,no,married,university.degree
8460,no,6,management,41,no,married,university.degree
8461,no,2,blue-collar,41,no,married,basic.4y
8462,yes,1,management,43,no,married,high.school
8463,no,2,services,34,no,single,high.school
8464,no,5,blue-collar,34,no,married,basic.4y
8465,yes,6,unemployed,52,no,married,high.school
8466,no,6,blue-collar,48,no,married,professional.course
8467,yes,3,technician,37,no,married,high.school
8468,no,4,blue-collar,41,no,married,basic.4y
8469,no,20,technician,47,no,married,professional.course
8470,no,6,admin.,46,no,married,high.school
8471,no,14,admin.,42,no,married,university.degree
8472,no,3,services,28,no,single,high.school
8473,yes,3,admin.,36,yes,single,university.degree
8474,no,6,admin.,49,no,married,university.degree
8475,yes,4,admin.,37,no,married,high.school
8476,no,1,blue-collar,28,no,single,basic.9y
8477,no,1,entrepreneur,35,no,married,university.degree
8478,no,3,unemployed,56,no,married,high.school
8479,no,3,blue-collar,42,no,married,basic.9y
8480,no,6,blue-collar,36,no,married,basic.9y
8481,yes,11,admin.,36,no,married,university.degree
8482,no,2,entrepreneur,45,no,married,high.school
8483,no,19,admin.,57,no,divorced,unknown
8484,no,7,unemployed,46,no,married,basic.9y
8485,no,7,blue-collar,28,no,married,basic.6y
8486,no,1,blue-collar,36,no,married,basic.9y
8487,no,11,services,38,no,married,high.school
8488,yes,1,admin.,36,no,single,high.school
8489,no,4,technician,45,yes,married,university.degree
8490,no,14,services,35,no,married,high.school
8491,no,11,blue-collar,30,no,single,basic.9y
8492,yes,6,blue-collar,35,no,married,basic.4y
8493,yes,1,technician,42,no,single,high.school
8494,yes,1,admin.,44,no,married,university.degree
8495,no,8,retired,48,no,married,basic.4y
8496,yes,1,admin.,26,yes,single,high.school
8497,no,1,services,30,no,divorced,basic.9y
8498,no,6,blue-collar,56,no,married,basic.9y
8499,yes,1,blue-collar,26,no,married,basic.9y
8500,yes,1,admin.,50,no,married,university.degree
8501,yes,1,entrepreneur,34,no,married,basic.4y
8502,no,1,retired,52,no,married,basic.4y
8503,no,3,admin.,58,yes,single,university.degree
8504,no,2,technician,50,no,married,professional.course
8505,yes,4,blue-collar,43,no,married,basic.4y
8506,no,1,blue-collar,46,no,married,professional.course
8507,yes,2,blue-collar,45,no,married,basic.4y
8508,yes,2,admin.,31,yes,married,high.school
8509,yes,3,services,39,no,married,high.school
8510,yes,2,technician,31,no,married,professional.course
8511,no,2,management,34,yes,married,university.degree
8512,yes,2,blue-collar,46,no,married,basic.6y
8513,yes,3,blue-collar,30,no,married,basic.4y
8514,no,1,student,30,no,single,high.school
8515,unknown,3,technician,37,unknown,single,high.school
8516,no,3,unknown,38,no,married,basic.6y
8517,no,4,admin.,41,no,married,university.degree
8518,no,3,admin.,48,no,divorced,high.school
8519,unknown,4,blue-collar,39,unknown,married,basic.9y
8520,yes,3,self-employed,41,no,married,basic.4y
8521,yes,5,blue-collar,57,no,married,basic.4y
8522,yes,2,blue-collar,31,no,married,basic.6y
8523,yes,2,unknown,41,yes,single,unknown
8524,no,2,admin.,54,no,divorced,unknown
8525,no,2,blue-collar,42,no,single,basic.4y
8526,yes,2,blue-collar,32,no,married,professional.course
8527,no,4,admin.,47,no,divorced,university.degree
8528,yes,15,unknown,26,yes,single,high.school
8529,yes,4,admin.,39,no,married,high.school
8530,no,5,entrepreneur,36,no,married,basic.6y
8531,no,1,blue-collar,26,no,single,basic.6y
8532,no,1,blue-collar,32,no,single,university.degree
8533,no,1,unemployed,29,no,married,high.school
8534,yes,1,admin.,30,no,married,university.degree
8535,no,1,admin.,38,yes,single,university.degree
8536,yes,1,admin.,25,yes,single,high.school
8537,no,2,admin.,33,no,married,university.degree
8538,no,1,technician,41,no,married,basic.9y
8539,yes,1,blue-collar,31,no,married,basic.4y
8540,yes,2,admin.,29,no,married,high.school
8541,yes,1,admin.,42,yes,married,basic.6y
8542,no,2,admin.,35,no,single,high.school
8543,no,8,admin.,60,yes,married,high.school
8544,yes,1,admin.,48,yes,married,high.school
8545,yes,1,blue-collar,58,no,divorced,unknown
8546,yes,10,admin.,46,yes,married,high.school
8547,no,1,services,30,no,single,professional.course
8548,no,4,blue-collar,31,no,married,basic.6y
8549,no,1,admin.,34,no,single,university.degree
8550,no,2,admin.,37,no,divorced,university.degree
8551,no,1,student,24,no,single,high.school
8552,yes,1,services,58,no,married,basic.4y
8553,yes,9,retired,59,no,married,professional.course
8554,yes,1,entrepreneur,36,no,married,university.degree
8555,no,1,management,28,no,single,university.degree
8556,no,1,blue-collar,31,no,married,basic.9y
8557,yes,1,blue-collar,23,no,single,basic.9y
8558,no,1,technician,34,no,divorced,basic.9y
8559,yes,10,admin.,40,yes,married,high.school
8560,yes,8,technician,46,no,married,professional.course
8561,no,1,blue-collar,25,yes,married,high.school
8562,yes,1,admin.,33,no,married,university.degree
8563,yes,1,technician,26,no,single,professional.course
8564,yes,1,admin.,32,yes,single,university.degree
8565,no,6,admin.,50,no,single,university.degree
8566,no,1,admin.,32,yes,single,university.degree
8567,yes,1,technician,26,no,single,professional.course
8568,no,1,admin.,34,no,married,high.school
8569,yes,1,services,31,no,single,high.school
8570,no,2,management,34,no,married,university.degree
